"id","category","title","url","body"
"1302","お申込みについて","オプションサービス（オペレーターサービス、オペレーターサービス Plus、マイカーサーチ Plus、リモートスタート（アプリ））の申込み方法を教えてください","/faq/application/howtoappli/1302.html","オプションサービスは、ナビやMyTOYOTA（WEB）からお申込みいただけます。なお、T-Connectエントリー、T-Connectエントリー（22）の場合は、MyTOYOTA（WEB）にてお申込みをお願いいたします。SUBARUのお客様は、こちらのユーザーサイトにアクセスしてください。操作方法は以下のメニューからご希望のお手続き方法を選択してください。トヨタ販売店（※1）でもお申込み手続きをおこなっております。オプションサービスをご利用いただくには、T-Connectスタンダード、T-Connectエントリー、T-Connectスタンダード（22）、T-Connectエントリー（22）の基本サービスのご契約が必要です。お申込みいただけるオプションサービス・料金はこちら（FAQ:1266）をご覧ください。T-Connectスタンダード、T-Connectエントリー、T-ConnectforCROWN（クラウン：2020年４月～2022年7月モデル）の、後付けで販売店装着オプション「リモートスタート（アプリ）スターターキット」申込みをご希望の場合は、おクルマご購入のトヨタ販売店または、お近くのトヨタ販売店へお問合せください。「コネクティッドナビ／コネクティッドナビ（車載ナビ有）」は初度登録より5年の無料期間中は、T-Connectスタンダード（22）の基本サービスをお申込みいただくと自動契約となります。（※2）T-Connectスタンダード（22）で「オペレーターサービス」をご利用になるには、「コネクティッドナビ／コネクティッドナビ（車載ナビ有）」のご契約が必要です。T-Connectスタンダード（22）、T-Connectエントリー（22）の場合は、オプションサービス解約手続き後も、当月末までは契約期間となるため、同月内での再申込みはできません。翌月1日以降にお申込みください。T-Connectスタンダード（22）、T-Connectエントリー（22）で「デジタルキー」をご利用になるには、トヨタ販売店（※3）にてお申込みください。（デジタルキー部品を搭載したおクルマのみお申込み可能です）T-Connectスタンダード（22）でオプションパック（3年・５年）は新車購入時のみ、トヨタ販売店にてお申込みいただけます。（※4）TOYOTAWallet（walletQR）でお支払いの場合は、ご契約月の月末をもって自動解約となります。確認したい方法のタブをタップまたは、クリックしてください。ナビから申込みする方法MyTOYOTA（WEB）から申込みする方法サービスプランを選んでください。T-ConnectスタンダードT-Connectスタンダード（22）ナビから申込みする方法T-ConnectスタンダードT-Connect暗証番号が必要です。T-Connect暗証番号がわからない場合は、こちら（FAQ:1077）をご覧ください。1.ナビの「TC」ボタンを押す2.「オンライン」タブの「ユーザー設定」をタッチ3.「コンテンツ購入／解約」をタッチ4.契約中のオプションサービス一覧が表示されますオプションサービスを契約中でない場合は、「当月の契約・購入履歴はありません。」と表示されます「購入」をタッチ5.購入可能なオプションサービスが表示されます購入するオプションサービスをタッチ6.購入するオプションサービスのご利用料金と期間が表示されますご希望の料金・支払い期間をタッチT-Connectご契約時に口座引き落とし・指定口座振込（請求書）をご選択のうえ、お支払い登録がお済みの場合は「年払い」のみ表示されます7.購入するオプションサービスの詳細が表示されます「規約」をタッチ8.規約が表示されます規約を確認し、「戻る」をタッチ9.「承諾」をタッチ10.オプションサービスの購入内容確認が表示されます「進む」をタッチ※5＜暗証番号設定済みの場合＞＜支払方法設定済みの場合＞「T-Connect暗証番号」を入力して「決定」をタッチ手順13.へお進みください。＜支払方法未設定の場合＞手順11.へお進みください。＜暗証番号未設定の場合＞ご希望の「T-Connect暗証番号」と「パスワード」を入力して「設定」をタッチ購入画面が表示されます「進む」をタッチし、「T-Connect暗証番号」を入力し、「決定」をタッチ手順13.へお進みください。11.お支払い方法の変更が表示されます「QRコード」または「メール」（サポートアドレスに送付）をタッチ12.クレジットカードを登録し、「進む」をタッチ購入内容最終確認画面が表示されますので、「確定」をタッチ「T-Connect暗証番号」または「パスワード」を入力して「決定」をタッチ13.購入完了画面が表示されたらお申込みは完了です14.おクルマのエンジンのOFF/ONを行い、「必要な更新データがあります」と表示されますので「更新」をタッチ「リモートスタート（アプリ）」をご購入の場合はこちらの操作は不要ですナビから申込みする方法T-Connectスタンダード（22）「TOYOTAアカウント」のメールアドレス／パスワードが必要です。「TOYOTAアカウント」のメールアドレス／パスワードがわからない場合は、こちら（FAQ:1335）をご覧ください。1.ナビ画面右下の「コネクティッドメニュー」（四角が4つ並んだマーク）の「T-Connect設定」をタッチ2.「契約プランの確認/追加/解約」をタッチ3.お申込み可能なオプションが表示されます購入したいオプションの「詳細」をタッチ4.購入するオプションサービスの詳細が表示されます利用規約をご確認いただき、「利用規約に同意します。」にチェックを入れ、よろしければ「契約手続きに進む」をタッチ5.お支払い方法の変更が表示されます＜お支払い登録がお済みでない場合＞「登録している方法で進む」をタッチ後に「お支払い方法の登録」画面が表示されますMyTOYOTA（WEB）からお支払い方法のご登録をお願いいたします。＜お支払い登録がお済みの場合＞「登録している方法で進む」をタッチ＜TOYOTAWallet（walletQR）でお支払いをご希望の場合＞「walletQR」をタッチ画面の指示に従って支払いをおこなってください。6.「パスワード」を入力し、「次へ」をタッチ■ご注意「ご本人様確認」画面が表示されず、手順7.へ遷移する場合がございます。7.確認画面が出ますよろしければ「申込確定」をタッチ8.購入完了画面が表示されたらお申込みは完了ですおクルマのエンジンのOFF/ONをおこなってください。MyTOYOTA（WEB）から申込みする方法「TOYOTAアカウント」のメールアドレス／パスワードが必要です。「TOYOTAアカウント」のメールアドレス／パスワードがわからない場合は、こちら（FAQ:1335）をご覧ください。下記画面は、スマートフォンの表示画面です。パソコンの表示画面とは異なります。1.MyTOYOTA（WEB）にアクセスし、「TOYOTAアカウント」のメールアドレスとパスワードを入力して「ログイン」をクリック2.「MyTOYOTA」タブをクリックガレージの「T-Connectご契約内容へ」をクリック2台以上おクルマを登録されている場合は、「一覧を見る」をクリックし、確認したいおクルマを選択してください。3.「ご契約プラン」をクリックし、ご希望のお申込みオプションの「購入手続きへ」をクリック＜お支払い方法が登録済みの場合＞手順11.へお進みください。＜お支払い方法が未登録の場合＞手順4.へお進みください。4.「お支払い方法を確認」をクリック5.「お支払い方法」の「登録」をクリック6.ご希望のお支払い方法を選択し、「次へ」をクリック＜クレジットカードの場合＞手順7.へお進みください。＜TOYOTAWalletの場合＞TOYOTAWallet情報登録画面に遷移いたしますので、ご登録いただき手順10.へお進みください。7.クレジットカード情報を入力して「確認」をクリック8.入力したクレジットカード番号を確認し「登録」をクリック9.クレジットカード情報登録完了「進む」をクリック10.登録完了画面が出ます。「お手続きへ戻る」をクリック11.お申込み内容を確認の上「利用規約に同意する」にチェックを入れ、「最終確認画面へ」をクリック12.お申込み内容を確認の上、「この内容で申し込む」をクリック13.申込み完了おクルマのエンジンのOFF/ONをおこなってください※1：SUBARUのお客様は、SUBARU特約店でのお申込みができません。こちらのユーザーサイトよりお申込みをおこなってください。※2：bZ4X（2023年10月以降モデル）は、初度登録日より10年間無料です。※3：SUBARUのお客様は、SUBARU特約店でお申込みください。※4：SUBARUソルテラ（2022年4月以降モデル）、bZ4X（2023年10月以降モデル）はお申込み対象外です。※5：ナビからオプションサービスを申込みする場合は、登録可能な支払方法はクレジットカードのみです。クレジットカードの登録方法は、こちら（FAQ：1083）をご覧ください。"
"1288","お申込みについて","サービスプランについて教えてください","/faq/application/howtoappli/1288.html","サービスプランは、車載ナビ・通信方法などによって異なります。すでにT-Connectをご契約のお客様で、契約中のサービスプランを確認したい場合は、こちら（FAQ:1280）をご覧ください。T-ConnectDCMパッケージT-Connect対応ナビを装着し、DCM（専用通信機）で通信する場合ご利用いただけます。T-ConnectDCM単体アルファード・ヴェルファイア（2017年12月～2019年12月モデル）、カローラスポーツ（2018年6月～2019年9月モデル）、プリウス（2018年12月～2021年6月モデル）、RAV4（2019年4月～2020年8月モデル）、プリウスPHV（2019年5月～2021年6月モデル）で、T-Connect対応ナビを非装着の場合のみご利用いただけます。T-ConnectforCROWNクラウン（2018年6月～2022年7月モデル）のみご利用いただけます。T-Connect（携帯接続）T-Connect対応ナビを装着し、Wi-FiやBluetoothで通信する場合ご利用いただけます。T-Connectスタンダードディスプレイオーディオ搭載の下記の車種（※1）カローラ（2019年9月～2022年10月モデル）カローラツーリング（2019年9月～2022年10月モデル）カローラスポーツ（2019年9月～2022年10月モデル）カムリ（2019年9月以降モデル）C-HR（2019年10月以降モデル）グランエース（2019年11月～2023年10月モデル）アルファード・ヴェルファイア（2019年12月～2023年6月モデル）ヤリス（2019年12月以降モデル）ハリアー（2020年6月～2022年9月モデル）RAV4PHV（2020年6月～2022年10月モデル）RAV4（2020年8月～2022年10月モデル）ランドクルーザープラド（2020年8月以降モデル）ヤリスクロス（2020年8月以降モデル）GRヤリス（2020年9月以降モデル）※RCグレードを除くプリウス（2021年6月～2023年1月モデル）プリウスPHV（2021年6月～2023年3月モデル）アクア（2021年7月以降モデル）ランドクルーザー（2021年8月以降モデル）カローラクロス（2021年9月～2023年10月モデル）標準装備またはメーカーオプションナビ搭載の下記の車種アルファード・ヴェルファイア（2019年12月～2023年6月モデル）ハリアー（2020年6月～2022年9月モデル）MIRAI（2020年12月～2022年12月モデル）センチュリー（セダンタイプ）（2021年5月～2023年9月モデル）ランドクルーザー（2021年8月以降モデル）T-Connectエントリーディスプレイオーディオ搭載の下記の車種（※2）カローラ（2019年9月～2022年10月モデル）カローラツーリング（2019年9月～2022年10月モデル）カローラスポーツ（2019年9月～2022年10月モデル）カムリ（2019年9月以降モデル）C-HR（2019年10月以降モデル）グランエース（2019年11月～2023年10月モデル）アルファード・ヴェルファイア（2019年12月～2023年6月モデル）ヤリス（2019年12月以降モデル）ハリアー（2020年6月～2022年9月モデル）RAV4PHV（2020年6月～2022年10月モデル）RAV4（2020年8月～2022年10月モデル）ヤリスクロス（2020年8月以降モデル）GRヤリス（2020年9月以降モデル）※RCグレードを除くプリウス（2021年6月～2023年1月モデル）プリウスPHV（2021年6月～2023年3月モデル）アクア（2021年7月以降モデル）ランドクルーザー（2021年8月以降モデル）カローラクロス（2021年9月～2023年10月モデル）T-Connectスタンダード（22）ディスプレイオーディオ（コネクティッドナビ対応）搭載の下記の車種ノア（2022年1月以降モデル）ヴォクシー（2022年1月以降モデル）SUBARUソルテラ（2022年4月以降モデル）クラウン（クロスオーバー）（2022年7月以降モデル）シエンタ（2022年8月以降モデル）ハリアー（2022年9月以降モデル）ハリアーPHEV（2022年9月以降モデル）カローラ（2022年10月以降モデル）カローラツーリング（2022年10月以降モデル）カローラスポーツ（2022年10月以降モデル）RAV4（2022年10月以降モデル）RAV4PHEV（2022年10月以降モデル）GRカローラ（2022年12月以降モデル）MIRAI（2022年12月以降モデル）プリウス（2023年1月以降モデル）プリウスPHEV（2023年3月以降モデル）アルファード・ヴェルファイア（2023年6月以降モデル）センチュリー（2023年9月以降モデル）グランエース（2023年10月以降モデル）クラウン（スポーツ）（2023年10月以降モデル）カローラクロス（2023年10月以降モデル）bZ4X（2023年10月以降モデル）クラウン（セダン）（2023年11月以降モデル）クラウン（セダン）FCEV（2023年11月以降モデル）T-Connectエントリー（22）DCM搭載の下記の車種ノア（2022年1月以降モデル）クラウン（クロスオーバー）（2022年7月以降モデル）シエンタ（2022年8月以降モデル）カローラ（2022年10月以降モデル）カローラツーリング（2022年10月以降モデル）カローラスポーツ（2022年10月以降モデル）RAV4（2022年10月以降モデル）プリウス（2023年1月以降モデル）※1：T-Connectナビキットを装着した場合のみご利用いただけます。※2：T-Connectナビキット非装着の場合のみご利用いただけます。T-Connectの利用料金についてはこちら（FAQ:1010）をご覧ください。DCM装着車でT-Connectをご利用の場合は無料期間があります。無料期間についてはこちら（FAQ:1009）をご覧ください。"
"1273","お申込みについて","私のクルマはT-Connect スタンダード・T-Connect エントリー・T-Connectスタンダード（22）・T-Connectエントリー（22）を申込むことはできますか？","/faq/application/howtoappli/1273.html","下記のおクルマの場合お申込みいただけます。＜T-Connectスタンダード・T-Connectエントリー対象車種＞カローラ（2019年9月～2022年10月モデル）カローラツーリング（2019年9月～2022年10月モデル）カローラスポーツ（2019年9月～2022年10月モデル）カムリ（2019年9月以降モデル）C-HR（2019年10月以降モデル）グランエース（2019年11月～2023年10月モデル）アルファード・ヴェルファイア（2019年12月～2023年6月モデル）ヤリス（2019年12月以降モデル）ハリアー（2020年6月～2022年9月モデル）RAV4PHV（2020年6月～2022年10月モデル）ランドクルーザープラド（2020年8月以降モデル）（※1）RAV4（2020年8月～2022年10月モデル）ヤリスクロス（2020年8月以降モデル）GRヤリス（2020年9月以降モデル）※RCグレードを除くMIRAI（2020年12月～2022年12月モデル）（※1）センチュリー（セダンタイプ）（2021年5月～2023年9月モデル）（※1）プリウス（2021年6月～2023年1月モデル）プリウスPHV（2021年6月～2023年3月モデル）アクア（2021年7月以降モデル）ランドクルーザー（2021年8月以降モデル）カローラクロス（2021年9月～2023年10月モデル）＜T-Connectスタンダード（22）・T-Connectエントリー（22）対象車種＞ノア（2022年1月以降モデル）ヴォクシー（2022年1月以降モデル）（※2）SUBARUソルテラ（2022年4月以降モデル）（※2）クラウン（クロスオーバー）（2022年7月以降モデル）シエンタ（2022年8月以降モデル）ハリアー（2022年9月以降モデル）（※2）ハリアーPHEV（2022年9月以降モデル）（※2）カローラ（2022年10月以降モデル）カローラツーリング（2022年10月以降モデル）カローラスポーツ（2022年10月以降モデル）RAV4（2022年10月以降モデル）RAV4PHEV（2022年10月以降モデル）（※2）GRカローラ（2022年12月以降モデル）（※2）MIRAI（2022年12月以降モデル）（※2）プリウス（2023年1月以降モデル）プリウスPHEV（2023年3月以降モデル）（※2）アルファード・ヴェルファイア（2023年6月以降モデル）（※2）センチュリー（2023年9月以降モデル）（※2）グランエース（2023年10月以降モデル）（※2）クラウン（スポーツ）（2023年10月以降モデル）（※2）カローラクロス（2023年10月以降モデル）（※2）bZ4X（2023年10月以降モデル）（※2）クラウン（セダン）（2023年11月以降モデル）（※2）クラウン（セダン）FCEV（2023年11月以降モデル）（※2）※1：T-Connectエントリーにはお申込みいただけません。※2：T-Connectエントリー（22）にはお申込みいただけません。"
"1270","お申込みについて","オプションサービスのみを契約したい","/faq/application/howtoappli/1270.html","オプションサービスのみをご契約いただくことはできません。オプションサービスのご契約には、T-Connectスタンダード、T-Connectエントリー、T-Connectスタンダード（22）、T-Connectエントリー（22）の基本サービスのご契約が必要です。上記プランの対象車種はこちら（FAQ:1273）をご確認ください。クラウン（2020年4月～2022年7月モデル）は、T-ConnectforCROWNの基本サービスに含まれるため、初度登録日から3年間無料でご利用いただけます。"
"1267","お申込みについて","オプションサービスに無料期間はありますか？","/faq/application/howtoappli/1267.html","下記のオプションサービスには無料期間があります。（※1）＜T-Connectスタンダード（22）＞コネクティッドナビまたはコネクティッドナビ（車載ナビ有）初度登録日より5年間無料（※2）デジタルキー初度登録日より3年間無料（※2）デジタルキー部品を搭載したおクルマでご利用いただけます。＜T-Connectエントリー（22）＞デジタルキー初度登録日より3年間無料デジタルキー部品を搭載したおクルマでご利用いただけます。その他のオプションサービスにつきましては、T-Connectスタンダード・T-Connectエントリー・T-Connectスタンダード（22）・T-Connectエントリー（22）の基本サービスの無料期間内でも、オプションサービスの利用料金が必要です。（※3）オプションサービスの利用料金は、こちら（FAQ:1266）をご覧ください。※1：オプションサービスをご利用いただくには、T-Connectスタンダード、T-Connectエントリー、T-Connectスタンダード（22）、T-Connectエントリー（22）の基本サービスのご契約が必要です。※2：bZ4X（2023年10月以降モデル）は、初度登録日より10年間無料です。※3：T-Connectスタンダード、T-Connectエントリーで、後付けで販売店装着オプション「リモートスタート（アプリ）スターターキット」をお申込みの場合、お申込み完了後1年間無料でリモートスタート（アプリ）をご利用いただけます。詳細につきましては、ご購入のトヨタ販売店または、お近くのトヨタ販売店へお問合せください。"
"1266","お申込みについて","オプションサービスの料金を教えてください","/faq/application/howtoappli/1266.html","オプションサービスの利用料金は以下の通りです。（※1）＜T-Connectスタンダード＞オペレーターサービス3,630円／年（税込）330円／月（税込）（※2）オペレーターサービスPlus6,050円／年（税込）550円／月（税込）（※2）マイカーサーチPlus2,420円／年（税込）220円／月（税込）リモートスタート（アプリ）2,420円／年（税込）220円／月（税込）（※3）TVオプション33,000円（税込）TVオプションについては、こちら（FAQ:1346）をご覧ください。＜T-Connectエントリー＞マイカーサーチPlus2,420円／年（税込）220円／月（税込）リモートスタート（アプリ）2,420円／年（税込）220円／月（税込）（※3）TVオプション33,000円（税込）TVオプションについては、こちら（FAQ:1346）をご覧ください。＜T-Connectスタンダード（22）＞（※4）リモートスタート（アプリ）220円／月（税込）（※3）オペレーターサービス330円／月（税込）「リモートスタート（アプリ）・オペレーターサービス3年パック」18,150円／3年（税込）（※3）（※5）「リモートスタート（アプリ）・オペレーターサービス5年パック」30,250円／5年（税込）（※3）（※5）「オペレーターサービス3年パック」10,890円／3年（税込）（※5）（※6）「オペレーターサービス5年パック」18,150円／5年（税込）（※5）（※6）車内Wi-Fi1,100円／月（税込）コネクティッドナビまたはコネクティッドナビ（車載ナビ有）880円／月（税込）（※7）デジタルキー550円／月（税込）（※8）運転支援アップデート（トヨタセーフティセンス最新化1）11,000円（税込）運転支援アップデート（トヨタセーフティセンス最新化1）については、こちら（FAQ:1348）をご覧ください。＜T-Connectエントリー（22）＞（※4）リモートスタート（アプリ）220円／月（税込）（※3）デジタルキー550円／月（税込）（※8）運転支援アップデート（トヨタセーフティセンス最新化1）11,000円（税込）運転支援アップデート（トヨタセーフティセンス最新化1）については、こちら（FAQ:1348）をご覧ください。SUBARU＜T-Connectスタンダード（22）＞オペレーターサービス330円／月（税込）車内Wi-Fi1,100円／月（税込）コネクティッドナビ（車載ナビ有）880円／月（税込）（※7）デジタルキー550円／月（税込）（※8）※1：オプションサービスをご利用いただくには、T-Connectスタンダード、T-Connectエントリー、T-Connectスタンダード（22）、T-Connectエントリー（22）の基本サービスのご契約が必要です。※2：オペレーターサービス、オペレーターサービスPlusはT-Connectスタンダードをご契約の場合に、どちらか一つを選択してご利用いただけます。※3：リモートスタート（アプリ）対象車種限定でお申込みいただけるサービスです。後付けで販売店装着オプション「リモートスタート（スマートキー一体タイプ、ベーシックタイプ）」を装着している場合は、ご利用いただけません。また、後付けで販売店装着オプション「リモートスタート（アプリ）スターターキット」の詳細につきましては、ご購入のトヨタ販売店または、お近くのトヨタ販売店へお問合せください。※4：T-Connectスタンダード（22）、T-Connectエントリー（22）のオプションサービスは、3年・5年パック、運転支援アップデート（トヨタセーフティセンス最新化1）以外は月払いでのご契約となります。※5：3年・5年パックは新車購入時のみ、トヨタ販売店にてお申込みいただけます。なお、SUBARUソルテラ（2022年4月以降モデル）、bZ4X（2023年10月以降モデル）はお申込み対象外です。※6：リモートスタート（アプリ）対象車種では、お申込みいただけません。※7：初度登録日より5年間無料です。※8：初度登録日より3年間無料です。"
"1265","お申込みについて","DCM装着車の中古車を購入した場合、前ユーザーの残りの無料期間を利用することはできますか？","/faq/application/howtoappli/1265.html","無料期間が12ヵ月となっているおクルマでは、無料期間を引き継ぐことができません。無料期間内でもお申込時に、基本利用料：13,200円／年（税込）がかかります。初年度の36ヵ月以上無料期間が設定されているおクルマでは、無料期間を引き継ぐことができます。（※1）※無料期間は、こちら（FAQ：1009）でご確認ください。※1：トヨタ販売店でお申込いただく際は、契約プランによっては事務手数料330円（税込）が必要になる場合があります。"
"1227","お申込みについて","ハイブリッドナビを使うにはT-Connect契約が必要ですか","/faq/application/howtoappli/1227.html","ハイブリッドナビをご利用いただくには、T-Connectのご契約とマップオンデマンドが有効期限内である必要があります。T-Connect契約のみでマップオンデマンドの有効期限が終了している場合、ハイブリッドナビはご利用いただけません。T-ルート探索のルート案内をご利用いただけます。＜ハイブリッドナビの機能＞サーバールート：より早く到着するルートを検索し正確な到着時間を予想一時地図配信：最新の道路情報をナビ画面にリアルタイムで反映拡張ルート：従来の5ルートに加え「最速ルート」「関東ETC2.0料金割引優先ルート」選択が可能対応：センチュリー（セダンタイプ）（2018年6月～2021年5月モデル）、T-ConnectforCROWN、T-Connectスタンダードご契約のおクルマ、販売店装着オプションT-Connectナビ（型番：NSZN-Z68T,NSZT-Y68T,NSZT-W68T）装着車■ご注意ハイブリッドナビは常時通信接続をおこなうため、携帯接続でT-Connectをご契約の場合には、ご利用状況により通信料が高額となる可能性があります。T-Connectのパケット通信料がパケット定額の対象となる携帯電話の定額料金プランのご加入をおすすめします。パケット量の目安は、こちら（FAQ:1039）をご覧ください。ルート案内中にナビゲーション画面に表示するセンターの地図データは、ナビ側には保存されません。T-ConnectDCM単体・T-Connectエントリーの場合、ハイブリッドナビはご利用いただけません。"
"1220","お申込みについて","サポートアドレスに受信したURLからクレジットカード情報を登録する際、「タイムアウトエラー」と表示されました","/faq/application/howtoappli/1220.html","メール受信から24時間経過している場合が考えられます。「次へ」ボタンを押したあと、ログイン画面で「T-Connect契約ID／パスワード」を入力してログインまたは、「TOYOTAアカウントでログイン」をクリックしてしてください。ログイン後、カード情報入力画面に切替わりますので登録するクレジットカードの情報を入力してください。＜入力項目＞クレジットカード番号有効期限セキュリティーコードメール受信から24時間経過するとT-Connect契約ID／パスワードの入力が必要となります。T-Connect契約ID／パスワードがわからない場合は、こちら（FAQ:1078）をご覧ください。「TOYOTAアカウント」のメールアドレス／パスワードがわからない場合は、こちら（FAQ:1335）をご覧ください。"
"1012","お申込みについて","T-Connectの申込み方法を教えてください","/faq/application/howtoappli/1012.html","T-Connectは、おクルマご購入のトヨタ販売店（※1）でお申込みいただくか、T-ConnectのWEB登録（※2）からお申込みいただけます。T-ConnectのWEB登録からの申込み方法は、こちら（FAQ:1020）をご覧ください。※1：SUBARUのお客様は、SUBARU特約店でのお申込みができません。こちらのT-ConnectのWEB登録にてお申込みをおこなってください。※2：bZ4X（2023年10月以降モデル）はT-ConnectのWEB登録でのお申込みができません。トヨタ販売店にてお申込みをおこなってください。"
